ID,Event Name,Event location,"Date (Month Day, Year ""January 17, 2021"")",Submission deadline,Notification deadline,Notes:,Notes,"This appears to be a call to a journal, not to a conference",Notes ,Date
337,World Congress on Education (WCE-2014),"Nelspruit, Pretoria, South Africa",2014-09-15 00:00:00,2014-06-01 00:00:00,2014-06-15 00:00:00
339,9th INTERNATIONAL CONFERENCE ON COMMUNICATION AND SIGNAL PROCESSING ,"Melmaruvathur, India",2020-04-09 00:00:00,2019-09-09 00:00:00,"None listed, but some registration dates"
431,The Second International Conference on e-Technologies and Networks for Development,"Kuala Lumpur, Malaysia",2013-03-04 00:00:00,2012-12-15 00:00:00,2013-01-01 00:00:00
432,The Second World Congress on Computing and Information Technology,"Kuala Lumpur, Malaysia",2014-03-18 00:00:00,2014-02-18 00:00:00,2014-03-04 00:00:00
433,The International Conference on Computing Technology and Information Management,"Dubai, UAE",2014-04-09 00:00:00,2014-03-10 00:00:00,2014-03-20 00:00:00
435,The Fourth International Conference on Digital Information and Communication Technology and its Applications,"Bangkok, Thailand",2014-05-06 00:00:00,2014-04-06 00:00:00,2014-04-15 00:00:00
437,SAM'15,"Las Vegas, USA",2015-07-27 00:00:00,2015-05-31 00:00:00,2015-06-14 00:00:00
280,The 2013 International Conference on Wireless Networks,"Las Vegas, USA",2013-03-18 00:00:00,2013-04-18 00:00:00,2013-07-22
281,"The 2013 International Conference on e-Learning, e-Business, Enterprise Information Systems, and e-Government","Las Vegas, USA",2013-04-20 00:00:00,2013-05-11 00:00:00,2013-07-22
282,"The 2013 International Conference on e-Learning, e-Business, Enterprise Information Systems, and e-Government","Las Vegas, USA",2013-04-06 00:00:00,2013-04-27 00:00:00,2013-07-22
283,"The 2013 World Congress in Computer Science, Computer Engineering, and Applied Computing","Las Vegas, USA",2013-04-06 00:00:00,2013-04-27 00:00:00,2013-07-22
284,"The 2013 World Congress in Computer Science, Computer Engineering, and Applied Computing","Las Vegas, USA",2013-04-06 00:00:00,2013-04-27 00:00:00,2013-07-22
285,"The 2013 World Congress in Computer Science, Computer Engineering, and Applied Computing","Las Vegas, USA",2013-03-18 00:00:00,2013-04-18 00:00:00,2013-07-22
286,"The 2015 World Congress in Computer Science, Computer Engineering, and Applied Computing","Las Vegas, USA",2015-04-15 00:00:00,2015-04-30 00:00:00,2015-07-27
287,"The 2015 World Congress in Computer Science, Computer Engineering, and Applied Computing","Las Vegas, USA",2015-03-31 00:00:00,2015-04-24 00:00:00,2015-07-27
288,"The 2015 World Congress in Computer Science, Computer Engineering, and Applied Computing","Las Vegas, USA",2015-03-31 00:00:00,2015-04-24 00:00:00,2015-07-27
289,The 2015 International Conference on Advances in Big Data Analytics,"Las Vegas, USA",2015-03-31 00:00:00,2015-04-24 00:00:00,2015-07-27
290,The 2015 International Conference on Bioinformatics and Computational Biology,"Las Vegas, USA",2015-03-31 00:00:00,2015-04-24 00:00:00,2015-07-27
291,11th International Conference on Data Mining,"Las Vegas, USA",2015-03-31 00:00:00,2015-04-24 00:00:00,2015-07-27
292,"The 2013 International Conference on Image Processing, Computer Vision, and Pattern Recognition","Las Vegas, USA",2013-06-02 00:00:00,2013-06-12 00:00:00,2013-07-22
293,"The 2013 International Conference on Image Processing, Computer Vision, and Pattern Recognition","Las Vegas, USA",2013-06-02 00:00:00,2013-06-12 00:00:00,2013-07-22
294,The 2013 International Conference on Parallel and Distributed Processing Techniques and Applications,"Las Vegas, USA",2013-06-02 00:00:00,2013-06-12 00:00:00,2013-07-22
295,"The 2013 International Conference on e-Learning, e-Business, Enterprise Information Systems, and e-Government","Las Vegas, USA",2013-06-02 00:00:00,2013-06-12 00:00:00,2013-07-22
296,The 2013 International Conference on Artificial Intelligence,"Las Vegas, USA",2013-06-02 00:00:00,2013-06-12 00:00:00,2013-07-22
297,The 2013 International Conference on Bioinformatics and Computational Biology,"Las Vegas, USA",2013-06-02 00:00:00,2013-06-12 00:00:00,2013-07-22
298,The 2013 International Conference on Scientific Computing,"Las Vegas, USA",2013-06-02 00:00:00,2013-06-12 00:00:00,2013-07-22
299,The 2013 International Conference on Grid & Cloud Computing and Applications,"Las Vegas, USA",2013-06-02 00:00:00,2013-06-12 00:00:00,2013-07-22
140,"The 2015 International Conference on Image Processing, Computer Vision, and Pattern Recognition IPCV'15","Las Vegas, USA",2015-03-31 00:00:00,2015-04-24 00:00:00,2015-07-27
141,The 2015 International Conference on Software Engineering Research and Practice SERP'15,"Las Vegas, USA",2015-03-31 00:00:00,2015-04-24 00:00:00,2015-07-27
142,The 2015 International Conference on Grid & Cloud Computing and Applications,"Las Vegas, USA",2015-03-31 00:00:00,2015-04-24 00:00:00,2015-07-27
143,The 2015 International Conference on Software Engineering Research and Practice,"Las Vegas, USA",2015-03-31 00:00:00,2015-04-24 00:00:00,2015-07-27
144,The 2015 International Congress on Scientific Computing,"Las Vegas, USA",2015-03-31 00:00:00,2015-04-24 00:00:00,2015-07-27
145,"The 2015 World Congress in Computer Science, Computer Engineering, and Applied Computing WORLDCOMP'15","Las Vegas, USA",2015-03-31 00:00:00,2015-04-24 00:00:00,2015-07-27
146,"The 2015 World Congress in Computer Science, Computer Engineering, and Applied Computing WORLDCOMP'15","Las Vegas, USA",2015-03-31 00:00:00,2015-04-24 00:00:00,2015-07-27
147,The 2015 International Conference on Frontiers in Education: Computer Science and Computer Engineering,"Las Vegas, USA",2015-05-31 00:00:00,2020-06-14 00:00:00,2015-07-27
148,The 2015 International Conference on Frontiers in Education: Computer Science and Computer Engineering,"Las Vegas, USA",2015-05-31 00:00:00,2020-06-14 00:00:00,2015-07-27
149,"The 2015 International Conference on Image Processing, Computer Vision, and Pattern Recognition IPCV'15","Las Vegas, USA",2015-05-31 00:00:00,2020-06-14 00:00:00,2015-07-27
150,The 2015 International Conference on Parallel and Distributed Processing Techniques and Applications,"Las Vegas, USA",2015-05-31 00:00:00,2020-06-14 00:00:00,2015-07-27
151,The 2015 International Conference on Software Engineering Research and Practice SERP'15,"Las Vegas, USA",2015-05-31 00:00:00,2015-06-14 00:00:00,2015-07-27
152,The 2015 International Conference on Artificial Intelligence ICAI'15,"Las Vegas, USA",2015-05-31 00:00:00,2015-06-14 00:00:00,2015-07-27
153,The 2015 Conference on Artificial Intelligence ICAI'15,"Las Vegas, USA",2015-05-31 00:00:00,2015-06-14 00:00:00,2015-07-27
154,The 2015 International Conference on Internet Computing and Big Data (ICOMP'15),"Las Vegas, USA",2015-05-31 00:00:00,2015-06-14 00:00:00,2015-07-27
155,"The 2015 International Conference on Modeling, Simulation and Visualizsation Methods MSV'15","Las Vegas, USA",2015-05-31 00:00:00,2015-06-14 00:00:00,2015-07-27
156,"The 2015 World Congress in Computer Science, Computer Engineering, and Applied Computing WORLDCOMP'15","Las Vegas, USA",2015-05-31 00:00:00,2015-06-14 00:00:00,2015-07-27
158,The 2015 International Conference on Grid & Cloud Computing and Applications (GCS'15),"Las Vegas, USA",2015-05-31 00:00:00,2015-06-14 00:00:00,2015-07-27
159,"The 2015 International Conference on Image Processing, Computer Vision, and Pattern Recognition IPCV'15","Las Vegas, USA",2015-04-15 00:00:00,2015-04-30 00:00:00,2015-07-27
300,The 2013 International Conference on Security and Management,"Las Vegas, Nevada",2013-07-22 00:00:00,2013-06-02 00:00:00,2013-06-12 00:00:00
301,MSV'13,"Las Vegas, Nevada",2013-07-22 00:00:00,2013-06-02 00:00:00,2013-06-12 00:00:00
302,IKE'13,"Las Vegas, Nevada",2013-07-22 00:00:00,2013-06-02 00:00:00,2013-06-12 00:00:00
303,The 2013 International Conference on Internet Computing and BIG DATA,"Las Vegas, Nevada",2013-07-22 00:00:00,2013-06-02 00:00:00,2013-06-12 00:00:00
304,FECS'13,"Las Vegas, Nevada",2013-07-22 00:00:00,2013-06-02 00:00:00,2013-06-12 00:00:00
305,SERP'13,"Las Vegas, Nevada",2013-07-22 00:00:00,2013-06-02 00:00:00,2013-06-12 00:00:00
306,ICWN'13,"Las Vegas, Nevada",2013-07-22 00:00:00,2013-06-02 00:00:00,2013-06-12 00:00:00
311,"2nd International Conference on Electrical, Communication and Computer Engineering","Istanbul, Turkey",2020-04-14 00:00:00,"Janurary 15, 2020","Feburary 15, 2020"
313,8th International Conference on Advanced Technologies,Sarajevo Bosnia and Herzegovina,2019-08-26 00:00:00,2019-06-30 00:00:00,Notification period is within 10 days after submission
316,"The International Conference on Technological Advances in Electrical, Electronics and Computer Engineering
","Konya, Turkey",2013-05-09 00:00:00,2013-03-20 00:00:00,2013-04-20 00:00:00,April 20th or before
317,"The International Conference on Technological Advances in Electrical, Electronics and Computer Engineering
","Konya, Turkey",2013-05-09 00:00:00,2013-03-20 00:00:00,2013-04-20 00:00:00,April 20th or before
160,"The 2015 International Conference on e-Learning, e-Business, Enterprise Information Systems, and e-Government","Las Vegas, USA",2015-07-27 00:00:00,2015-05-31 00:00:00,2015-06-14 00:00:00,Can get most info from email header
161,The 2015 Int'l Conference on Artificial Intelligence ,"Las Vegas, USA",2015-07-27 00:00:00,2015-04-15 00:00:00,2015-04-30 00:00:00
162,The 2015 Int'l Conference on Security & Management,"Las Vegas, USA",2015-07-27 00:00:00,2015-04-15 00:00:00,2015-04-30 00:00:00
163,The 2015 Int'l Conference on Software Engineering Research & Practice,"Las Vegas, USA",2015-07-27 00:00:00,2015-04-15 00:00:00,2015-04-30 00:00:00
164,The 2015 Int'l Conference on Wireless Networks,"Las Vegas, USA",2015-07-27 00:00:00,2015-04-15 00:00:00,2015-04-30 00:00:00
165,The 2015 International Conf on Advances in Big Data Analytics ,"Las Vegas, USA",2015-07-27 00:00:00,2015-04-15 00:00:00,2015-04-30 00:00:00
166,"The 2015 World Congress in CS, CE, & Applied Computing","Las Vegas, USA",2015-07-27 00:00:00,2015-05-31 00:00:00,2015-06-14 00:00:00
167,The 2nd World Symposium on Communication Engineering ,"Nagoya, Japan",2019-12-20 00:00:00,2019-07-15 00:00:00,2019-08-15 00:00:00,"Breaks cycle of helpful heading, need better pattern matches"
168,The Second World Congress on Computing and Information Technology,"Kuala Lumpur, Malaysia",2014-03-18 00:00:00,2014-02-18 00:00:00,2014-03-04 00:00:00
169,The Second World Congress on Computing and Information Technology,"Kuala Lumpur, Malaysia",2014-03-18 00:00:00,2014-02-18 00:00:00,2014-03-04 00:00:00,"Same detail as above, but way worse to parse through"
177,The 2014 International Conference on Scientific Computing,"Las Vegas, USA",2014-07-21 00:00:00,2014-04-19 00:00:00,2014-05-10 00:00:00
178,The 2014 International Conference on Scientific Computing,"Las Vegas, USA",2014-07-21 00:00:00,2014-04-19 00:00:00,2014-05-10 00:00:00,Copy pasta of above
179,The 2014 International Conference on Frontiers in Education: Computer Science and Computer Engineering,"Las Vegas, USA",2014-07-21 00:00:00,2014-04-19 00:00:00,2014-05-10 00:00:00,Different but also the same...
0,The International Conference on Computing,"Dubai, UAE ",2014-04-09 00:00:00,"March 20, 2014","March 25, 2014"
1,"The First International Conference on Green Computing, Technology and Innovation",Malaysia,2013-03-04 00:00:00,"December 15, 2012","January 1, 2013"
2,2016 IEEE World Congress on Computational Intelligence,"Vancouver, Canada",2016-07-25 00:00:00,"January 15, 2016","March 15, 2016"
5,2019 IEEE International Symposium on Technology and Society,Boston,2019-11-15 00:00:00,"August 16, 2019","September 16, 2019"
7,2020 AI Conference,"Taipei, Taiwan",2020-06-01 00:00:00,"February 5, 2020","February 19, 2020"
12,9th International Congress on Natural Science and Engineering,"Nagoya, Japan",2020-01-20 00:00:00,"October 23, 2019","October 15, 2019"
13,7th Annual Conference on Engineering and Information Technology,"Osaka, Japan",2020-03-24 00:00:00,"December 15, 2019","December 24, 2019"
16,AAAI-15 AI Open House,"Austin, Texas",2015-01-26 00:00:00,"November 9, 2014","November 10, 2014"
460,The Second International Conference on Digital Information and Communication Technology and its Applications (DICTAP2012),"University of the Thai Chamber of Commerce(UTCC), Bangkok Thailand","May 16-18, 2012",2012-03-17 00:00:00,2012-04-05 00:00:00
461,"The Third International Conference on Digital Information, Networking, and Wireless Communications (DINWC2015)","Moscow, Russia","Feb. 3-5, 2015",2015-01-06 00:00:00,2015-01-27 00:00:00
462,International Conference on Digital Security and Forensics (DigitalSec2014),"Ostrava, Czech Republic","June 24- 26, 2014",2014-05-25 00:00:00,2014-06-05 00:00:00
463,The Third International Conference on E-Technologies and Business on the Web (EBW2015),"ESG Management School, Paris, France","March 26-28, 2015",2015-02-28 00:00:00,"Feb 12, 2015 March 08, 2015"
465,The Global Technology Management Conference (GTMC2015),"Bemidji State University, Minnesota, USA","July 15 - 17, 2015",2015-06-25 00:00:00,"June 28-30, 2015"
466,The Society of Digital Information and Wireless Communications (SDIWC),"Universiti Tun Hussein Onn Malaysia, Malaysia","April 21- 23, 2015",2015-03-23 00:00:00,2015-03-05 00:00:00
468,The Second International Conference on Informatics Engineering & Information Science (ICIEIS2013) ,"Universiti Teknologi Malaysia, Kuala Lumpur, Malaysia","Nov. 12-14, 2013",2013-10-25 00:00:00,2013-10-30 00:00:00
469,The Second International Conference on Education Technologies and Computers (ICETC2015),"University of the Thai Chamber of Commerce,  Bangkok, Thailand","May 20-22, 2015",2015-04-20 00:00:00,"May 4-11, 2015"
470,2015 IEEE The Second International Conference on Education Technologies and Computers (ICETC2015),"University of the Thai Chamber of Commerce, Bangkok, Thailand","May 20-22, 2015",2015-05-01 00:00:00,2015-05-05 00:00:00
471,The Third International Conference on Digital Information Processing and Communications(ICDIPC2013),"Dubai, UAE","Jan. 30, 2013 - Feb. 1, 2013. ",2013-01-05 00:00:00,2013-01-10 00:00:00
472,The International Conference on E-Technologies and Business on the Web (EBW2013),"University of the Thai Chamber of Commerce, Bangkok, Thailand ","May 7-9, 2013",2013-03-30 00:00:00,2013-04-20 00:00:00
473,"The Fifth International Conference on Digital Information and Communication Technology and its Applications (DICTAP2015) & The Third International Conference on Technological Advances in Electrical, Electronics and Computer Engineering (TAEECE2015)","Faculty of Engineering - Lebanese University, Lebanon","April 29 - May 01, 2015",2015-04-07 00:00:00,2015-04-12 00:00:00
475,The 2015 International Conference on Health Informatics and Medical Systems,"Monte Carlo Resort, Las Vegas, USA","July 27-30, 2015",2015-05-31 00:00:00,2015-06-14 00:00:00
476,"The 2015 International Conference on Image Processing, Computer Vision, and Pattern Recognition (IPCV'15)","Monte Carlo Resort, Las Vegas, USA","July 27-30, 2015",2015-05-31 00:00:00,2015-06-14 00:00:00
477,The 2015 International Conference on Wireless Networks (ICWN'15),"Monte Carlo Resort, Las Vegas, USA","July 27-30, 2015",2015-05-31 00:00:00,2015-06-14 00:00:00
478,The 2015 International Conference on Frontiers in Education: Computer Science and Computer Engineering (FECS'15),"Monte Carlo Resort, Las Vegas, USA","July 27-30, 2015",2015-05-31 00:00:00,2015-06-14 00:00:00
479,The 2015 International Conference on Parallel and Distributed Processing Techniques and Applications (PDPTA'15),"Monte Carlo Resort, Las Vegas, USA","July 27-30, 2015",2015-05-31 00:00:00,2015-06-14 00:00:00
61,The Third International Conference on Digital Information and Communication Technology and its Applications (DICTAP2013),"Ostrava, Czech Republic",2013-07-08 00:00:00,2013-05-10 00:00:00,2013-06-07 00:00:00
62,3rd ICEEE2014,"Kuala Lumpur, Malaysia",2014-03-18 00:00:00,2014-02-18 00:00:00,2014-03-04 00:00:00
63,The Fourth International Conference on Digital Information and Communication Technology and its Applications (DICTAP2014),"Bangkok, Thailand",2014-05-06 00:00:00,2014-04-06 00:00:00,2014-04-15 00:00:00
64,BIOCOMP'19,"Las Vegas, USA",2019-07-19 00:00:00,2019-06-20 00:00:00,2019-06-27 00:00:00
65,The 2015 International Conference on Parallel and Distributed Processing Techniques and Applications,"Las Vegas, USA",2015-07-27 00:00:00,2015-03-31 00:00:00,2015-04-24 00:00:00
70,"The International Conference on Digital Information Processing, E-Business and Cloud Computing (DIPECC 2013)","Dubai, UAE",2013-10-23 00:00:00,2013-09-01 00:00:00,2013-09-15 00:00:00
71,"The International Conference on Digital Information Processing, E-Business and Cloud Computing (DIPECC2013)","Dubai, UAE",2013-10-23 00:00:00,2013-10-15 00:00:00,2013-10-18 00:00:00
72,International Conference on Digital Security and Forensics (DigitalSec2014),"Ostrava, Czech Republic",2014-06-24 00:00:00,2014-05-25 00:00:00,2014-06-05 00:00:00
74,The Second International Conference on e-Technologies and Networks for Development (ICeND 2013),Malaysia,2013-03-04 00:00:00,2012-12-15 00:00:00,2013-01-01 00:00:00
75,The Second International Conference on Informatics Engineering & Information Science (ICIEIS2013),"Kuala Lumpur, Malaysia",2013-11-12 00:00:00,2013-10-12 00:00:00,2013-10-30 00:00:00
76,The Second International Conference on Informatics Engineering & Information Science (ICIEIS2013),"Kuala Lumpur, Malaysia",2013-11-12 00:00:00,2013-10-12 00:00:00,2013-10-22 00:00:00
77,The Second International Conference on Digital Information and Communication Technology and its Applications,"Bangkok, Thailand",2012-05-16 00:00:00,2012-03-10 00:00:00,2012-10-22 00:00:00
78,CSCI-ISAI: International Symposium on ARTIFICIAL INTELLIGENCE,"Las Vegas, USA",2019-12-05 00:00:00,2019-10-21 00:00:00,2019-10-28 00:00:00
79,CSCI-ISAI: Int'l Symp. on Symposium on ARTIFICIAL INTELLIGENCE,"Bangkok, Thailand",2012-05-16 00:00:00,2012-03-10 00:00:00,2012-04-01 00:00:00
